POLICY_ID,POLICY_IS_RENEWED,POLICY_IS_RENEWED_PROBABILITY
10,TRUE,0.679749569641883
12,TRUE,0.625511984410875
13,FALSE,0.594977364201661
22,FALSE,0.593299112371144
37,TRUE,0.667471399617079
38,FALSE,0.600613431222934
41,FALSE,0.5305153227841
44,FALSE,0.587278253507372
45,TRUE,0.618067268645387
54,TRUE,0.661848105223886
62,FALSE,0.610316249578483
70,TRUE,0.656889525391878
71,FALSE,0.579524538198769
73,TRUE,0.620805031168813
80,TRUE,0.660388081621738
85,TRUE,0.680658750889964
87,TRUE,0.638821958863762
94,TRUE,0.638881206378346
103,FALSE,0.563391123490575
108,TRUE,0.630491277991757
115,FALSE,0.599303438962798
116,TRUE,0.701524196925405
118,TRUE,0.624898415074481
125,TRUE,0.669394462892763
132,TRUE,0.675047032014262
133,FALSE,0.575698794872292
134,TRUE,0.668420776535332
138,TRUE,0.674517680949214
139,TRUE,0.640005036838233
147,FALSE,0.559065735394312
150,FALSE,0.506105450980441
151,TRUE,0.675283926101596
153,TRUE,0.649045795000893
155,FALSE,0.605905305899847
159,TRUE,0.697521550858929
160,FALSE,0.526736552084791
161,FALSE,0.593065422297361
163,TRUE,0.617249839160326
164,TRUE,0.618923388060394
166,TRUE,0.632779954956704
168,TRUE,0.647137923362763
169,TRUE,0.639375647429542
172,TRUE,0.651609743993261
182,FALSE,0.593245304383392
188,TRUE,0.67675534381095
189,TRUE,0.667609111363387
190,FALSE,0.587543742068703
193,TRUE,0.652588302603882
194,FALSE,0.600872259146379
196,FALSE,0.554190760688159
215,FALSE,0.503700889457918
218,TRUE,0.655292949035118
228,TRUE,0.632739771904778
230,TRUE,0.614338536041289
236,FALSE,0.6109614947697
244,FALSE,0.536137011995756
253,TRUE,0.654217679167913
263,TRUE,0.695221286875859
265,TRUE,0.680299466972995
268,TRUE,0.648608024223723
273,FALSE,0.609617106094339
284,FALSE,0.595150761638679
286,FALSE,0.563103256544978
305,TRUE,0.676007348243545
307,FALSE,0.608527150104971
309,TRUE,0.681820738890438
310,TRUE,0.640086353572666
313,FALSE,0.612735904271005
318,TRUE,0.637354872543623
323,FALSE,0.576921575881085
327,TRUE,0.671089992440639
329,TRUE,0.620862402867431
341,TRUE,0.615784714782692
344,TRUE,0.670466772725859
345,TRUE,0.641898502348998
354,FALSE,0.568306794151204
355,FALSE,0.560370647675072
357,TRUE,0.695626697508526
360,TRUE,0.67462925696827
365,TRUE,0.683161155811624
367,TRUE,0.656464487102545
369,TRUE,0.655469063055961
370,TRUE,0.679777305039
383,TRUE,0.677420983139053
384,FALSE,0.558613169857704
388,TRUE,0.665567067788336
389,TRUE,0.647631046305924
394,TRUE,0.635100663212499
395,TRUE,0.687054064238455
416,TRUE,0.696170488932136
417,TRUE,0.685113351412426
442,FALSE,0.596435376412265
443,TRUE,0.614038050996992
444,TRUE,0.647812101852403
445,TRUE,0.62187489681192
448,TRUE,0.677448262771879
453,TRUE,0.68168145622528
454,FALSE,0.596453127964192
455,FALSE,0.559728217744972
458,FALSE,0.579138078030715
459,TRUE,0.672395243639235
460,TRUE,0.629313853588059
465,TRUE,0.655599100350253
466,TRUE,0.623242469389948
468,FALSE,0.581261604143481
494,TRUE,0.618108818739594
498,TRUE,0.623016030306127
499,TRUE,0.665496265756086
500,FALSE,0.557847781653378
506,TRUE,0.638602694668428
507,FALSE,0.604285488190721
510,TRUE,0.648366374002628
515,TRUE,0.649830928166818
516,FALSE,0.569119112305613
520,FALSE,0.569550372008294
522,TRUE,0.625605351337125
527,FALSE,0.52363696739347
528,FALSE,0.564776165234875
534,TRUE,0.641064526775453
538,TRUE,0.640571319464493
549,FALSE,0.566454814865633
553,FALSE,0.598516792237067
555,TRUE,0.655953136821491
561,TRUE,0.619441520889766
565,TRUE,0.694850490712439
578,TRUE,0.625131376188471
579,FALSE,0.515736188434068
582,TRUE,0.641753703500243
584,FALSE,0.513466555556158
590,FALSE,0.517275251459488
594,TRUE,0.667761096179158
598,FALSE,0.605594879699268
611,TRUE,0.670081016009434
618,TRUE,0.678072183228509
620,TRUE,0.676500326038562
636,FALSE,0.596193556223371
654,TRUE,0.627048234734741
655,TRUE,0.66840872256082
661,TRUE,0.642249858290432
663,FALSE,0.56558424538387
672,FALSE,0.606744703024988
676,FALSE,0.535420174007976
686,TRUE,0.645575878194084
687,TRUE,0.68738240063411
700,FALSE,0.506137721330082
701,TRUE,0.673456987086652
703,FALSE,0.576420093774038
704,TRUE,0.673826733569566
708,FALSE,0.496982864238491
709,FALSE,0.568760452700282
711,TRUE,0.667269582307751
734,TRUE,0.669009212361977
736,TRUE,0.648545037197151
738,TRUE,0.641300537498179
740,TRUE,0.673503052143583
743,TRUE,0.650028812155704
745,TRUE,0.630139362796393
767,TRUE,0.684811529348185
770,FALSE,0.537520668081304
774,TRUE,0.648541924881173
781,TRUE,0.697916168607565
782,FALSE,0.609947130766478
788,FALSE,0.545778278365171
800,TRUE,0.703128374463228
804,TRUE,0.671226975479927
809,TRUE,0.691622942516149
819,TRUE,0.654256905719656
821,TRUE,0.646607378985522
827,FALSE,0.572871528195618
829,FALSE,0.588619495103312
837,TRUE,0.655974908446189
838,TRUE,0.623843527213701
839,TRUE,0.665433641492164
846,FALSE,0.549675440070373
847,TRUE,0.637195079530442
851,TRUE,0.633827884263079
852,FALSE,0.59660839229563
874,FALSE,0.533824263671091
877,FALSE,0.492940590545148
878,FALSE,0.492827160188704
880,TRUE,0.671110246775772
882,TRUE,0.702264928354701
887,FALSE,0.578110627052912
890,TRUE,0.667466828335604
895,TRUE,0.630687918481512
904,TRUE,0.616938346730612
908,TRUE,0.670048369154542
909,TRUE,0.677240191822635
917,TRUE,0.618300373262
920,TRUE,0.665385393535626
928,TRUE,0.657107797397132
931,TRUE,0.629618488740427
937,TRUE,0.690989662534952
938,TRUE,0.654564407414045
941,TRUE,0.647398157660811
953,TRUE,0.654047220565793
961,TRUE,0.660590186759916
962,FALSE,0.584348018952033
974,FALSE,0.505652807854672
990,TRUE,0.632069191309048
1000,TRUE,0.698008429644681
1002,TRUE,0.621319396802851
1006,TRUE,0.687173761420518
1007,TRUE,0.668897390213617
1008,TRUE,0.663236449781836
1014,TRUE,0.637533165016624
1015,FALSE,0.526146152224221
1017,TRUE,0.660572649363578
1018,TRUE,0.645725134387326
1019,TRUE,0.702803047965419
1025,TRUE,0.626284610747237
1032,TRUE,0.685879173219299
1033,TRUE,0.639403535967582
1037,FALSE,0.563255559339813
1039,TRUE,0.646747266773715
1046,TRUE,0.673144536532106
1049,TRUE,0.669343879331664
1050,FALSE,0.572467821065116
1054,FALSE,0.50223150129719
1066,TRUE,0.648962662062527
1069,FALSE,0.587037965651502
1071,FALSE,0.493666870221535
1075,TRUE,0.692737263099452
1081,TRUE,0.697926454105824
1084,FALSE,0.574329677639834
1087,TRUE,0.622888493359937
1103,TRUE,0.63172906068145
1120,TRUE,0.614834066092832
1121,TRUE,0.615773471852856
1122,TRUE,0.688678727153195
1129,FALSE,0.597406147690554
1130,TRUE,0.676603991327392
1137,FALSE,0.549938647477758
1138,TRUE,0.653549422247233
1147,TRUE,0.679305751043967
1154,TRUE,0.662201856874359
1158,TRUE,0.652193525472721
1159,TRUE,0.625687564995221
1160,TRUE,0.686182381346109
1164,FALSE,0.609868293905695
1167,TRUE,0.623258478389002
1170,TRUE,0.691323738957581
1173,TRUE,0.656970712688228
1179,FALSE,0.584950169553582
1185,FALSE,0.57386590449
1187,FALSE,0.570863783800774
1192,FALSE,0.585613053717871
1199,FALSE,0.556715914654399
1206,TRUE,0.668544955289835
1208,FALSE,0.583962671337863
1214,FALSE,0.570038006876007
1219,TRUE,0.634324527175027
1235,TRUE,0.65226235090737
1237,TRUE,0.693491303143228
1246,TRUE,0.692927733516111
1248,TRUE,0.645726073545464
1256,TRUE,0.651949688713211
1258,TRUE,0.639014849276063
1263,FALSE,0.502371009123915
1276,TRUE,0.640923093611948
1279,TRUE,0.699523603480013
1282,TRUE,0.689983585464112
1283,TRUE,0.652939297184109
1285,FALSE,0.557927175382104
1290,FALSE,0.602649256283182
1301,TRUE,0.687164636085164
1303,TRUE,0.668069587312807
1305,FALSE,0.597449240227716
1306,FALSE,0.500797796555863
1307,FALSE,0.549578907932785
1314,TRUE,0.694489439461127
1320,TRUE,0.674625507564711
1322,TRUE,0.67265236506423
1331,TRUE,0.673144163658929
1339,TRUE,0.687864561785935
1357,TRUE,0.658552118031684
1364,TRUE,0.685375258011559
1370,FALSE,0.583692504937599
1372,FALSE,0.528999827345409
1374,TRUE,0.628095111520346
1381,TRUE,0.671741904833619
1385,TRUE,0.643038340773385
1389,TRUE,0.626413935374108
1408,TRUE,0.660889580870063
1419,TRUE,0.620970349626106
1420,TRUE,0.669038324259634
1422,TRUE,0.625095657919627
1424,TRUE,0.683080156232331
1425,TRUE,0.638322849774446
1436,FALSE,0.584285029499525
1441,TRUE,0.686176276826802
1446,TRUE,0.651348964438675
1447,TRUE,0.691864719113155
1448,FALSE,0.59693893701575
1451,TRUE,0.672511167789286
1454,FALSE,0.52705672446864
1458,TRUE,0.700811560686169
1460,FALSE,0.610039271326334
1462,TRUE,0.660210934754482
1470,TRUE,0.636537790420965
1480,FALSE,0.526082817462361
1493,FALSE,0.581903657838459
1495,TRUE,0.641233221053027
1496,TRUE,0.643899508414324
1498,FALSE,0.561870249141361
1502,TRUE,0.661895125622793
1504,TRUE,0.65108076836029
1516,TRUE,0.629815369495454
1528,FALSE,0.518219797810198
1529,TRUE,0.643925629961777
1530,TRUE,0.645301349893883
1532,TRUE,0.66449902260558
1538,TRUE,0.643580533740382
1541,FALSE,0.596005561116745
1542,TRUE,0.6358213576236
1544,TRUE,0.634032353633911
1551,TRUE,0.663332291295851
1553,TRUE,0.687170706507296
1557,FALSE,0.559119423086263
1559,FALSE,0.504316941485106
1566,TRUE,0.655377851507458
1582,FALSE,0.591776391158753
1586,TRUE,0.629449377959382
1588,FALSE,0.587021016003226
1590,FALSE,0.604228166155328
1600,FALSE,0.576107289248956
1612,FALSE,0.601929249072398
1617,FALSE,0.549550940468814
1622,FALSE,0.570325159275317
